5208400;"Goianápolis";"Goiânia";"GO";"Centro-Oeste";162.44000;11224.00000;3536.39301;209905.83900;0.70300;3179.96495;11245605.83195;5691.00000;0.62000;0.82500
5208509;"Goiandira";"Catalão";"GO";"Centro-Oeste";564.69000;5625.00000;1967.25199;130024.99700;0.76000;3811.07427;7497343.44600;2580.00000;0.72700;0.84900
5208608;"Goianésia";"Ceres";"GO";"Centro-Oeste";1547.27000;71075.00000;22488.02286;1388941.85900;0.72700;3974.53330;89379395.70154;42825.00000;0.63600;0.84000
5208707;"Goiânia";"Goiânia";"GO";"Centro-Oeste";732.80000;1536097.00000;520284.60771;49364257.87700;0.79900;5760.30027;2996995564.63970;1442806.00000;0.73900;0.83800
5208806;"Goianira";"Goiânia";"GO";"Centro-Oeste";209.04000;45296.00000;14294.53528;938970.40100;0.69400;3401.43862;48621984.36593;17738.00000;0.59600;0.83100
5208905;"Goiás";"Rio Vermelho";"GO";"Centro-Oeste";3108.02000;22381.00000;7940.42126;461454.14900;0.70900;3493.46767;27739604.98294;12987.00000;0.62100;0.80500
5209101;"Goiatuba";"Meia Ponte";"GO";"Centro-Oeste";2475.11000;34202.00000;11958.97810;1544144.59100;0.72500;3735.90630;44677621.57369;26331.00000;0.62700;0.82500
5209150;"Gouvelândia";"Quirinópolis";"GO";"Centro-Oeste";824.26000;5988.00000;2159.75993;179358.96000;0.67400;3032.70868;6549922.69493;2427.00000;0.55900;0.80600
5209200;"Guapó";"Goiânia";"GO";"Centro-Oeste";516.84000;14207.00000;4774.37043;204153.87500;0.69700;3209.91739;15325334.65259;5932.00000;0.58000;0.82600
5209291;"Guaraíta";"Ceres";"GO";"Centro-Oeste";205.31000;1951.00000;729.86336;33140.08700;0.68700;2410.97121;1759679.54391;1038.00000;0.62500;0.81600
5209408;"Guarani de Goiás";"Vão do Paranã";"GO";"Centro-Oeste";1229.15000;3846.00000;1172.23622;53235.00800;0.63700;1903.79535;2231697.85719;1637.00000;0.55700;0.81400
5209457;"Guarinos";"Ceres";"GO";"Centro-Oeste";595.87000;1737.00000;637.67663;58751.30700;0.65200;1891.56625;1206207.59588;964.00000;0.56300;0.81500
5209606;"Heitoraí";"Anápolis";"GO";"Centro-Oeste";229.64000;3733.00000;1310.88242;56442.01600;0.69400;2434.89807;3191865.08540;1652.00000;0.62000;0.81400
5209705;"Hidrolândia";"Goiânia";"GO";"Centro-Oeste";943.90000;22124.00000;7206.34777;1145750.93200;0.70600;3899.96535;28104506.60331;15684.00000;0.60300;0.82700
5209804;"Hidrolina";"Ceres";"GO";"Centro-Oeste";580.39000;3508.00000;1255.34036;55913.19900;0.67700;2731.47106;3428925.87794;1344.00000;0.57700;0.82400
5209903;"Iaciara";"Vão do Paranã";"GO";"Centro-Oeste";1550.37000;14082.00000;4021.82791;161470.23900;0.64400;2486.62751;10000787.93836;5215.00000;0.52700;0.82600
5209937;"Inaciolândia";"Meia Ponte";"GO";"Centro-Oeste";688.40000;6235.00000;2118.39482;209806.48200;0.69200;3248.00696;6880561.11018;2883.00000;0.59100;0.82200
5209952;"Indiara";"Vale do Rio dos Bois";"GO";"Centro-Oeste";956.47000;15787.00000;5175.49528;318488.02900;0.70100;3466.72535;17942020.66112;8111.00000;0.59300;0.83700
5210000;"Inhumas";"Anápolis";"GO";"Centro-Oeste";613.23000;53259.00000;17623.79393;1136229.48800;0.72000;3707.77379;65345041.28335;31298.00000;0.61800;0.84200
5210109;"Ipameri";"Catalão";"GO";"Centro-Oeste";4368.99000;27174.00000;9324.89025;1486439.56600;0.70100;3471.63123;32372580.23402;16484.00000;0.58800;0.82300
5210158;"Ipiranga de Goiás";"Ceres";"GO";"Centro-Oeste";241.29000;2893.00000;1078.21081;53404.52900;0.69600;2438.93223;2629683.09898;1221.00000;0.64200;0.81600
5210208;"Iporá";"Iporá";"GO";"Centro-Oeste";1026.38000;31499.00000;11636.14130;658207.28400;0.74300;3519.40942;40952345.33785;17309.00000;0.66700;0.84000
5210307;"Israelândia";"Iporá";"GO";"Centro-Oeste";577.48000;2786.00000;1020.85349;48569.25800;0.71100;2855.13596;2914675.49408;1288.00000;0.65200;0.83100
5210406;"Itaberaí";"Anápolis";"GO";"Centro-Oeste";1457.28000;43622.00000;14407.53990;1288948.06900;0.71900;3572.93153;51477153.58037;30205.00000;0.61000;0.82800
5210562;"Itaguari";"Anápolis";"GO";"Centro-Oeste";146.64000;4685.00000;1710.08432;70411.06900;0.69300;3104.26760;5308559.34011;2311.00000;0.59600;0.81700
5210604;"Itaguaru";"Anápolis";"GO";"Centro-Oeste";239.68000;5206.00000;1868.00300;77053.29000;0.71800;3069.38752;5733625.09573;2355.00000;0.64800;0.82800
5210802;"Itajá";"Quirinópolis";"GO";"Centro-Oeste";2091.40000;4475.00000;1565.10642;99163.70400;0.69100;3291.30635;5151244.70941;2483.00000;0.57000;0.83500
5210901;"Itapaci";"Ceres";"GO";"Centro-Oeste";956.13000;23421.00000;7838.03117;342750.81600;0.72500;3497.91992;27416805.31771;10843.00000;0.62600;0.84400
5211008;"Itapirapuã";"Rio Vermelho";"GO";"Centro-Oeste";2043.71000;4685.00000;1729.23873;143055.45200;0.67700;2845.27069;4920152.25561;3548.00000;0.56800;0.81600
5211206;"Itapuranga";"Ceres";"GO";"Centro-Oeste";1276.48000;25681.00000;9368.18193;422456.22000;0.72600;3102.31484;29063049.82557;12653.00000;0.65300;0.83700
5211305;"Itarumã";"Quirinópolis";"GO";"Centro-Oeste";3433.63000;7259.00000;2472.64444;245224.47900;0.69300;3991.52436;9869620.53335;3546.00000;0.50300;0.86100
5211404;"Itauçu";"Anápolis";"GO";"Centro-Oeste";383.84000;8960.00000;3154.73977;142457.59500;0.71800;3287.08309;10369891.72888;4473.00000;0.63800;0.83300
5211503;"Itumbiara";"Meia Ponte";"GO";"Centro-Oeste";2462.93000;105809.00000;36502.95542;4187512.27700;0.75200;4086.40227;149165759.97821;80473.00000;0.68200;0.83800
5211602;"Ivolândia";"Iporá";"GO";"Centro-Oeste";1257.66000;2334.00000;900.65206;84886.42700;0.70400;2735.92199;2464113.79005;1294.00000;0.62200;0.82500
5211701;"Jandaia";"Vale do Rio dos Bois";"GO";"Centro-Oeste";864.11000;6025.00000;2279.09843;245069.15000;0.70700;3164.36315;7211895.07207;4861.00000;0.62500;0.82100
5211800;"Jaraguá";"Anápolis";"GO";"Centro-Oeste";1849.55000;51338.00000;16625.32854;705087.50600;0.69900;3381.98138;56226551.46877;20968.00000;0.58800;0.84100
5211909;"Jataí";"Sudoeste de Goiás";"GO";"Centro-Oeste";7174.23000;102065.00000;33467.52273;4599881.38700;0.75700;4488.40958;150215949.63469;65535.00000;0.65600;0.85600
5212006;"Jaupaci";"Iporá";"GO";"Centro-Oeste";527.10000;2860.00000;1044.29984;49282.57600;0.68900;2707.34583;2827280.81005;1450.00000;0.60200;0.82400
5212055;"Jesúpolis";"Anápolis";"GO";"Centro-Oeste";122.48000;2506.00000;843.42849;29114.35500;0.64900;2710.36612;2286000.01440;1030.00000;0.52200;0.81400
5212105;"Joviânia";"Meia Ponte";"GO";"Centro-Oeste";445.49000;7402.00000;2612.39421;210209.57800;0.70600;3529.30866;9219945.50201;3205.00000;0.59500;0.82700
5212204;"Jussara";"Rio Vermelho";"GO";"Centro-Oeste";4084.11000;18371.00000;6429.24910;445322.23700;0.74300;3401.74418;21870660.69934;10623.00000;0.63500;0.84200
5212253;"Lagoa Santa";"Quirinópolis";"GO";"Centro-Oeste";458.87000;1621.00000;582.58642;39391.54000;0.74000;3456.49330;2013706.06075;958.00000;0.63800;0.86800
5212303;"Leopoldo de Bulhões";"Goiânia";"GO";"Centro-Oeste";480.89000;7651.00000;2576.26190;225523.27200;0.65900;2958.58180;7622081.57465;5450.00000;0.52900;0.81200
5212501;"Luziânia";"Entorno de Brasília";"GO";"Centro-Oeste";3961.12000;211508.00000;63020.86791;3578084.58000;0.70100;3572.01791;225111668.99834;76814.00000;0.60200;0.83100
5212600;"Mairipotaba";"Meia Ponte";"GO";"Centro-Oeste";467.43000;2363.00000;880.58238;50284.20000;0.74500;2943.71450;2592183.12799;1192.00000;0.64800;0.85400
5212709;"Mambaí";"Vão do Paranã";"GO";"Centro-Oeste";880.62000;9081.00000;2641.80261;81436.82000;0.62600;2306.84543;6094230.25834;3037.00000;0.49400;0.81600
5212808;"Mara Rosa";"Porangatu";"GO";"Centro-Oeste";1687.90000;9363.00000;3189.34881;192491.97000;0.69100;3072.32434;9798713.97266;4224.00000;0.57900;0.83800
5212907;"Marzagão";"Meia Ponte";"GO";"Centro-Oeste";222.43000;2250.00000;803.21190;41951.19000;0.69900;3218.18281;2584882.73315;1121.00000;0.60100;0.82200
5212956;"Matrinchã";"Rio Vermelho";"GO";"Centro-Oeste";1150.89000;4336.00000;1526.98351;98059.00800;0.67900;2647.31893;4042412.33979;2248.00000;0.57200;0.84000
5213004;"Maurilândia";"Sudoeste de Goiás";"GO";"Centro-Oeste";389.76000;14327.00000;4610.77193;226101.98800;0.67700;3511.15558;16189137.57230;5129.00000;0.55400;0.82300
5213053;"Mimoso de Goiás";"Entorno de Brasília";"GO";"Centro-Oeste";1386.91000;2583.00000;870.14243;57223.55600;0.66500;2492.40924;2168751.03483;1363.00000;0.54300;0.82500
5213087;"Minaçu";"Porangatu";"GO";"Centro-Oeste";2860.73000;28793.00000;9399.92319;1034924.68400;0.70700;2983.95319;28048930.73333;12190.00000;0.63700;0.80300
5213103;"Mineiros";"Sudoeste de Goiás";"GO";"Centro-Oeste";9060.10000;68154.00000;21401.15050;2567590.54800;0.71800;4245.27690;90853809.94674;44007.00000;0.58400;0.84000
5213400;"Moiporá";"Iporá";"GO";"Centro-Oeste";460.62000;1501.00000;564.90657;34914.79700;0.69600;2602.41295;1470120.17905;1043.00000;0.63200;0.81800
5213509;"Monte Alegre de Goiás";"Chapada dos Veadeiros";"GO";"Centro-Oeste";3119.80000;8684.00000;2550.29456;82243.42300;0.61500;2043.46941;5211448.90878;3082.00000;0.48100;0.81600
5213707;"Montes Claros de Goiás";"Aragarças";"GO";"Centro-Oeste";2899.18000;8047.00000;2881.04794;293741.29100;0.70700;3229.17002;9303393.65036;5001.00000;0.62200;0.80600
5213756;"Montividiu";"Sudoeste de Goiás";"GO";"Centro-Oeste";1874.15000;13672.00000;4433.36601;780259.14600;0.73300;4160.02960;18442933.83353;7247.00000;0.64400;0.82700
5213772;"Montividiu do Norte";"Porangatu";"GO";"Centro-Oeste";1332.99000;4509.00000;1412.81086;69768.72500;0.61300;1841.77975;2602086.44194;1836.00000;0.48800;0.81600
5213806;"Morrinhos";"Meia Ponte";"GO";"Centro-Oeste";2846.20000;46548.00000;16673.25268;1370454.98600;0.73400;3802.30736;63396831.32084;29178.00000;0.62100;0.86200
